project_name,kind,station_name,lawd_cd,lat,lon,status,status_date,expected_open_ym,opened_ym,source_name,source_url,last_verified,note
서울 도시철도 9호선,지하철,개화,11500,37.578591,126.797833,개통,2009-07-24,,200907,국토교통부·서울시·경기도·인천시 개통 보도자료 및 노선 문서,https://www.molit.go.kr,2026-09-04,2009-07-24 개통 · 개통일 개별 확인
서울 도시철도 9호선,지하철,공항시장,11500,37.563726,126.810678,개통,2009-07-24,,200907,국토교통부·서울시·경기도·인천시 개통 보도자료 및 노선 문서,https://www.molit.go.kr,2026-09-04,2009-07-24 개통 · 개통일 개별 확인
서울 도시철도 9호선,지하철,신방화,11500,37.5675,126.816667,개통,2009-07-24,,200907,국토교통부·서울시·경기도·인천시 개통 보도자료 및 노선 문서,https://www.molit.go.kr,2026-09-04,2009-07-24 개통 · 개통일 개별 확인
서울 도시철도 9호선,지하철,양천향교,11500,37.568333,126.841389,개통,2009-07-24,,200907,국토교통부·서울시·경기도·인천시 개통 보도자료 및 노선 문서,https://www.molit.go.kr,2026-09-04,2009-07-24 개통 · 개통일 개별 확인
서울 도시철도 9호선,지하철,가양,11500,37.561111,126.855078,개통,2009-07-24,,200907,국토교통부·서울시·경기도·인천시 개통 보도자료 및 노선 문서,https://www.molit.go.kr,2026-09-04,2009-07-24 개통 · 개통일 개별 확인
서울 도시철도 9호선,지하철,증미,11500,37.55785,126.861067,개통,2009-07-24,,200907,국토교통부·서울시·경기도·인천시 개통 보도자료 및 노선 문서,https://www.molit.go.kr,2026-09-04,2009-07-24 개통 · 개통일 개별 확인
서울 도시철도 9호선,지하철,등촌,11500,37.551111,126.864722,개통,2009-07-24,,200907,국토교통부·서울시·경기도·인천시 개통 보도자료 및 노선 문서,https://www.molit.go.kr,2026-09-04,2009-07-24 개통 · 개통일 개별 확인
서울 도시철도 9호선,지하철,염창,11500,37.546944,126.874722,개통,2009-07-24,,200907,국토교통부·서울시·경기도·인천시 개통 보도자료 및 노선 문서,https://www.molit.go.kr,2026-09-04,2009-07-24 개통 · 개통일 개별 확인
서울 도시철도 9호선,지하철,신목동,11470,37.544167,126.883056,개통,2009-07-24,,200907,국토교통부·서울시·경기도·인천시 개통 보도자료 및 노선 문서,https://www.molit.go.kr,2026-09-04,2009-07-24 개통 · 개통일 개별 확인
서울 도시철도 9호선,지하철,선유도,11560,37.537778,126.893889,개통,2009-07-24,,200907,국토교통부·서울시·경기도·인천시 개통 보도자료 및 노선 문서,https://www.molit.go.kr,2026-09-04,2009-07-24 개통 · 개통일 개별 확인
