project_name,kind,station_name,lawd_cd,lat,lon,status,status_date,expected_open_ym,opened_ym,source_name,source_url,last_verified,note
GTX-A 수서~동탄,GTX,수서역,,37.4873864,127.1018511,개통,2024-03-30,,202403,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"서울특별시 강남구 수서동 728 · 개통 확인, 좌표는 시군구 대조로 검증"
GTX-A 수서~동탄,GTX,성남역,,37.3979195,127.0908055,개통,2024-03-30,,202403,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"경기도 성남시 분당구 판교동 494-3 · 개통 확인, 좌표는 시군구 대조로 검증"
GTX-A 수서~동탄,GTX,구성역,,37.2967252,127.1160547,개통,2024-03-30,,202403,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"경기도 용인시 기흥구 마북동 651 · 개통 확인, 좌표는 시군구 대조로 검증"
GTX-A 수서~동탄,GTX,동탄역,,37.2006665,127.0982031,개통,2024-03-30,,202403,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"경기도 화성시 동탄구 여울동 1089 · 개통 확인, 좌표는 시군구 대조로 검증"
GTX-A 운정~서울역,GTX,킨텍스역,,37.66405,126.7477333,개통,2024-12-28,,202412,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"경기도 고양시 일산서구 대화동 2732 · 개통 확인, 좌표는 시군구 대조로 검증"
GTX-A 운정~서울역,GTX,대곡역,,37.6367749,126.814494,개통,2024-12-28,,202412,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"경기도 고양시 덕양구 대장동 298-28 · 개통 확인, 좌표는 시군구 대조로 검증"
GTX-A 운정~서울역,GTX,연신내역,,37.6187257,126.923303,개통,2024-12-28,,202412,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"서울특별시 은평구 불광동 323-11 · 개통 확인, 좌표는 시군구 대조로 검증"
8호선 별내선,지하철,암사역사공원역,,37.5572895,127.1372023,개통,2024-08-10,,202408,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"서울특별시 강동구 암사동 247-8 · 개통 확인, 좌표는 시군구 대조로 검증"
8호선 별내선,지하철,장자호수공원역,,37.5851967,127.1418992,개통,2024-08-10,,202408,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"경기도 구리시 수택동 878 · 개통 확인, 좌표는 시군구 대조로 검증"
8호선 별내선,지하철,구리역,,37.6022225,127.1464511,개통,2024-08-10,,202408,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"경기도 구리시 수택동 889 · 개통 확인, 좌표는 시군구 대조로 검증"
8호선 별내선,지하철,동구릉역,,37.6112847,127.1375643,개통,2024-08-10,,202408,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"경기도 구리시 인창동 408-47 · 개통 확인, 좌표는 시군구 대조로 검증"
8호선 별내선,지하철,별내역,,37.6659484,127.1177624,개통,2024-08-10,,202408,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"경기도 남양주시 별내동 826-9 · 개통 확인, 좌표는 시군구 대조로 검증"
신분당선 강남~신사,지하철,신사역,,37.5266822,127.0531483,개통,2022-05-28,,202205,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"서울특별시 강남구 청담동 127-31 · 개통 확인, 좌표는 시군구 대조로 검증"
신분당선 강남~신사,지하철,논현역,,37.5111948,127.0216469,개통,2022-05-28,,202205,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"서울특별시 강남구 논현동 279-67 · 개통 확인, 좌표는 시군구 대조로 검증"
신분당선 강남~신사,지하철,신논현역,,37.5046341,127.0250311,개통,2022-05-28,,202205,국토교통부·서울시·경기도 개통 보도자료,https://www.molit.go.kr,2026-09-03,"서울특별시 강남구 역삼동 800 · 개통 확인, 좌표는 시군구 대조로 검증"
